filename,post_slug,section,query_num,query,google_url
"mobile-app-development-companies-south-africa-devices.webp","mobile-app-development-companies-south-africa","What buyers need",1,"What buyers need South Africa African heritage","https://www.google.com/search?tbm=isch&q=What%20buyers%20need%20South%20Africa%20African%20heritage"
"mobile-app-development-companies-south-africa-devices.webp","mobile-app-development-companies-south-africa","What buyers need",2,"Mobile App Development Companies in South Africa South Africa Africa","https://www.google.com/search?tbm=isch&q=Mobile%20App%20Development%20Companies%20in%20South%20Africa%20South%20Africa%20Africa"
"mobile-app-development-companies-south-africa-discovery.webp","mobile-app-development-companies-south-africa","Discovery and scope",1,"Discovery and scope South Africa African heritage","https://www.google.com/search?tbm=isch&q=Discovery%20and%20scope%20South%20Africa%20African%20heritage"
"mobile-app-development-companies-south-africa-discovery.webp","mobile-app-development-companies-south-africa","Discovery and scope",2,"Mobile App Development Companies in South Africa South Africa Africa","https://www.google.com/search?tbm=isch&q=Mobile%20App%20Development%20Companies%20in%20South%20Africa%20South%20Africa%20Africa"
"mobile-app-development-companies-south-africa-budget.webp","mobile-app-development-companies-south-africa","Budget bands in ZAR",1,"Budget bands in ZAR South Africa African heritage","https://www.google.com/search?tbm=isch&q=Budget%20bands%20in%20ZAR%20South%20Africa%20African%20heritage"
"mobile-app-development-companies-south-africa-budget.webp","mobile-app-development-companies-south-africa","Budget bands in ZAR",2,"Mobile App Development Companies in South Africa South Africa Africa","https://www.google.com/search?tbm=isch&q=Mobile%20App%20Development%20Companies%20in%20South%20Africa%20South%20Africa%20Africa"
"mobile-app-development-companies-south-africa-testing.webp","mobile-app-development-companies-south-africa","TestFlight and Play internal testing",1,"TestFlight and Play internal testing South Africa African heritage","https://www.google.com/search?tbm=isch&q=TestFlight%20and%20Play%20internal%20testing%20South%20Africa%20African%20heritage"
"mobile-app-development-companies-south-africa-testing.webp","mobile-app-development-companies-south-africa","TestFlight and Play internal testing",2,"Mobile App Development Companies in South Africa South Africa Africa","https://www.google.com/search?tbm=isch&q=Mobile%20App%20Development%20Companies%20in%20South%20Africa%20South%20Africa%20Africa"
"ntsikana-prophet-pacification-xhosa-the-historical-wound-that.webp","ntsikana-prophet-pacification-xhosa","The historical wound that created him",1,"Xhosa culture South Africa The historical wound that created him","https://www.google.com/search?tbm=isch&q=Xhosa%20culture%20South%20Africa%20The%20historical%20wound%20that%20created%20him"
"ntsikana-prophet-pacification-xhosa-the-historical-wound-that.webp","ntsikana-prophet-pacification-xhosa","The historical wound that created him",2,"Ntsikana Xhosa prophet South Africa history","https://www.google.com/search?tbm=isch&q=Ntsikana%20Xhosa%20prophet%20South%20Africa%20history"
"ntsikana-prophet-pacification-xhosa-the-historical-wound-that.webp","ntsikana-prophet-pacification-xhosa","The historical wound that created him",3,"The historical wound that created him South Africa African heritage","https://www.google.com/search?tbm=isch&q=The%20historical%20wound%20that%20created%20him%20South%20Africa%20African%20heritage"
"ntsikana-prophet-pacification-xhosa-the-historical-wound-that.webp","ntsikana-prophet-pacification-xhosa","The historical wound that created him",4,"The Prophet of Pacification Ntsikana and how he Sold Out the Xhosa People South Africa Africa","https://www.google.com/search?tbm=isch&q=The%20Prophet%20of%20Pacification%20Ntsikana%20and%20how%20he%20Sold%20Out%20the%20Xhosa%20People%20South%20Africa%20Africa"
"ntsikana-prophet-pacification-xhosa-the-van-der-kemp.webp","ntsikana-prophet-pacification-xhosa","The van der Kemp connection: where the story really begins",1,"Xhosa culture South Africa The van der Kemp connection: where the story really begins","https://www.google.com/search?tbm=isch&q=Xhosa%20culture%20South%20Africa%20The%20van%20der%20Kemp%20connection%3A%20where%20the%20story%20really%20begins"
"ntsikana-prophet-pacification-xhosa-the-van-der-kemp.webp","ntsikana-prophet-pacification-xhosa","The van der Kemp connection: where the story really begins",2,"Ntsikana Xhosa prophet South Africa history","https://www.google.com/search?tbm=isch&q=Ntsikana%20Xhosa%20prophet%20South%20Africa%20history"
"ntsikana-prophet-pacification-xhosa-the-van-der-kemp.webp","ntsikana-prophet-pacification-xhosa","The van der Kemp connection: where the story really begins",3,"The van der Kemp connection: where the story really begins South Africa African heritage","https://www.google.com/search?tbm=isch&q=The%20van%20der%20Kemp%20connection%3A%20where%20the%20story%20really%20begins%20South%20Africa%20African%20heritage"
"ntsikana-prophet-pacification-xhosa-the-van-der-kemp.webp","ntsikana-prophet-pacification-xhosa","The van der Kemp connection: where the story really begins",4,"The Prophet of Pacification Ntsikana and how he Sold Out the Xhosa People South Africa Africa","https://www.google.com/search?tbm=isch&q=The%20Prophet%20of%20Pacification%20Ntsikana%20and%20how%20he%20Sold%20Out%20the%20Xhosa%20People%20South%20Africa%20Africa"
"ntsikana-prophet-pacification-xhosa-ntsikanas-teachings-a-masterclass.webp","ntsikana-prophet-pacification-xhosa","Ntsikana’s teachings: a masterclass in disinformation",1,"Xhosa culture South Africa Ntsikana’s teachings: a masterclass in disinformation","https://www.google.com/search?tbm=isch&q=Xhosa%20culture%20South%20Africa%20Ntsikana%E2%80%99s%20teachings%3A%20a%20masterclass%20in%20disinformation"
"ntsikana-prophet-pacification-xhosa-ntsikanas-teachings-a-masterclass.webp","ntsikana-prophet-pacification-xhosa","Ntsikana’s teachings: a masterclass in disinformation",2,"Ntsikana Xhosa prophet South Africa history","https://www.google.com/search?tbm=isch&q=Ntsikana%20Xhosa%20prophet%20South%20Africa%20history"
"ntsikana-prophet-pacification-xhosa-ntsikanas-teachings-a-masterclass.webp","ntsikana-prophet-pacification-xhosa","Ntsikana’s teachings: a masterclass in disinformation",3,"Ntsikana’s teachings: a masterclass in disinformation South Africa African heritage","https://www.google.com/search?tbm=isch&q=Ntsikana%E2%80%99s%20teachings%3A%20a%20masterclass%20in%20disinformation%20South%20Africa%20African%20heritage"
"ntsikana-prophet-pacification-xhosa-ntsikanas-teachings-a-masterclass.webp","ntsikana-prophet-pacification-xhosa","Ntsikana’s teachings: a masterclass in disinformation",4,"The Prophet of Pacification Ntsikana and how he Sold Out the Xhosa People South Africa Africa","https://www.google.com/search?tbm=isch&q=The%20Prophet%20of%20Pacification%20Ntsikana%20and%20how%20he%20Sold%20Out%20the%20Xhosa%20People%20South%20Africa%20Africa"
"ntsikana-prophet-pacification-xhosa-nxele-vs-ntsikana-the.webp","ntsikana-prophet-pacification-xhosa","Nxele vs Ntsikana: the real battle for the Xhosa mind",1,"Xhosa culture South Africa Nxele vs Ntsikana: the real battle for the Xhosa mind","https://www.google.com/search?tbm=isch&q=Xhosa%20culture%20South%20Africa%20Nxele%20vs%20Ntsikana%3A%20the%20real%20battle%20for%20the%20Xhosa%20mind"
"ntsikana-prophet-pacification-xhosa-nxele-vs-ntsikana-the.webp","ntsikana-prophet-pacification-xhosa","Nxele vs Ntsikana: the real battle for the Xhosa mind",2,"Ntsikana Xhosa prophet South Africa history","https://www.google.com/search?tbm=isch&q=Ntsikana%20Xhosa%20prophet%20South%20Africa%20history"
"ntsikana-prophet-pacification-xhosa-nxele-vs-ntsikana-the.webp","ntsikana-prophet-pacification-xhosa","Nxele vs Ntsikana: the real battle for the Xhosa mind",3,"Nxele vs Ntsikana: the real battle for the Xhosa mind South Africa African heritage","https://www.google.com/search?tbm=isch&q=Nxele%20vs%20Ntsikana%3A%20the%20real%20battle%20for%20the%20Xhosa%20mind%20South%20Africa%20African%20heritage"
"ntsikana-prophet-pacification-xhosa-nxele-vs-ntsikana-the.webp","ntsikana-prophet-pacification-xhosa","Nxele vs Ntsikana: the real battle for the Xhosa mind",4,"The Prophet of Pacification Ntsikana and how he Sold Out the Xhosa People South Africa Africa","https://www.google.com/search?tbm=isch&q=The%20Prophet%20of%20Pacification%20Ntsikana%20and%20how%20he%20Sold%20Out%20the%20Xhosa%20People%20South%20Africa%20Africa"
"ntsikana-prophet-pacification-xhosa-the-lovedale-disinformation-machine.webp","ntsikana-prophet-pacification-xhosa","The Lovedale disinformation machine",1,"Xhosa culture South Africa The Lovedale disinformation machine","https://www.google.com/search?tbm=isch&q=Xhosa%20culture%20South%20Africa%20The%20Lovedale%20disinformation%20machine"
"ntsikana-prophet-pacification-xhosa-the-lovedale-disinformation-machine.webp","ntsikana-prophet-pacification-xhosa","The Lovedale disinformation machine",2,"Ntsikana Xhosa prophet South Africa history","https://www.google.com/search?tbm=isch&q=Ntsikana%20Xhosa%20prophet%20South%20Africa%20history"
"ntsikana-prophet-pacification-xhosa-the-lovedale-disinformation-machine.webp","ntsikana-prophet-pacification-xhosa","The Lovedale disinformation machine",3,"The Lovedale disinformation machine South Africa African heritage","https://www.google.com/search?tbm=isch&q=The%20Lovedale%20disinformation%20machine%20South%20Africa%20African%20heritage"
"ntsikana-prophet-pacification-xhosa-the-lovedale-disinformation-machine.webp","ntsikana-prophet-pacification-xhosa","The Lovedale disinformation machine",4,"The Prophet of Pacification Ntsikana and how he Sold Out the Xhosa People South Africa Africa","https://www.google.com/search?tbm=isch&q=The%20Prophet%20of%20Pacification%20Ntsikana%20and%20how%20he%20Sold%20Out%20the%20Xhosa%20People%20South%20Africa%20Africa"
"ntsikana-was-a-sellout-was-ntsikana-a-prophet.webp","ntsikana-was-a-sellout","Was Ntsikana a Prophet, or the First Colonial Collaborator?",1,"Ntsikana Xhosa prophet South Africa history","https://www.google.com/search?tbm=isch&q=Ntsikana%20Xhosa%20prophet%20South%20Africa%20history"
"ntsikana-was-a-sellout-was-ntsikana-a-prophet.webp","ntsikana-was-a-sellout","Was Ntsikana a Prophet, or the First Colonial Collaborator?",2,"Was Ntsikana a Prophet, or the First Colonial Collaborator? South Africa African heritage","https://www.google.com/search?tbm=isch&q=Was%20Ntsikana%20a%20Prophet%2C%20or%20the%20First%20Colonial%20Collaborator%3F%20South%20Africa%20African%20heritage"
"ntsikana-was-a-sellout-was-ntsikana-a-prophet.webp","ntsikana-was-a-sellout","Was Ntsikana a Prophet, or the First Colonial Collaborator?",3,"Ntsikana was a sellout South Africa Africa","https://www.google.com/search?tbm=isch&q=Ntsikana%20was%20a%20sellout%20South%20Africa%20Africa"
"ntsikana-was-a-sellout-the-historical-moment-a.webp","ntsikana-was-a-sellout","The historical moment: a nation under attack",1,"Ntsikana Xhosa prophet South Africa history","https://www.google.com/search?tbm=isch&q=Ntsikana%20Xhosa%20prophet%20South%20Africa%20history"
"ntsikana-was-a-sellout-the-historical-moment-a.webp","ntsikana-was-a-sellout","The historical moment: a nation under attack",2,"The historical moment: a nation under attack South Africa African heritage","https://www.google.com/search?tbm=isch&q=The%20historical%20moment%3A%20a%20nation%20under%20attack%20South%20Africa%20African%20heritage"
"ntsikana-was-a-sellout-the-historical-moment-a.webp","ntsikana-was-a-sellout","The historical moment: a nation under attack",3,"Ntsikana was a sellout South Africa Africa","https://www.google.com/search?tbm=isch&q=Ntsikana%20was%20a%20sellout%20South%20Africa%20Africa"
"ntsikana-was-a-sellout-the-core-argument-psychological.webp","ntsikana-was-a-sellout","The core argument: psychological disarmament",1,"Ntsikana Xhosa prophet South Africa history","https://www.google.com/search?tbm=isch&q=Ntsikana%20Xhosa%20prophet%20South%20Africa%20history"
"ntsikana-was-a-sellout-the-core-argument-psychological.webp","ntsikana-was-a-sellout","The core argument: psychological disarmament",2,"The core argument: psychological disarmament South Africa African heritage","https://www.google.com/search?tbm=isch&q=The%20core%20argument%3A%20psychological%20disarmament%20South%20Africa%20African%20heritage"
"ntsikana-was-a-sellout-the-core-argument-psychological.webp","ntsikana-was-a-sellout","The core argument: psychological disarmament",3,"Ntsikana was a sellout South Africa Africa","https://www.google.com/search?tbm=isch&q=Ntsikana%20was%20a%20sellout%20South%20Africa%20Africa"
"ntsikana-was-a-sellout-do-not-value-wealth.webp","ntsikana-was-a-sellout","""Do not value wealth"": the theology that neutralised resistance",1,"Ntsikana Xhosa prophet South Africa history","https://www.google.com/search?tbm=isch&q=Ntsikana%20Xhosa%20prophet%20South%20Africa%20history"
"ntsikana-was-a-sellout-do-not-value-wealth.webp","ntsikana-was-a-sellout","""Do not value wealth"": the theology that neutralised resistance",2,"""Do not value wealth"": the theology that neutralised resistance South Africa African heritage","https://www.google.com/search?tbm=isch&q=%22Do%20not%20value%20wealth%22%3A%20the%20theology%20that%20neutralised%20resistance%20South%20Africa%20African%20heritage"
"ntsikana-was-a-sellout-do-not-value-wealth.webp","ntsikana-was-a-sellout","""Do not value wealth"": the theology that neutralised resistance",3,"Ntsikana was a sellout South Africa Africa","https://www.google.com/search?tbm=isch&q=Ntsikana%20was%20a%20sellout%20South%20Africa%20Africa"
"ntsikana-was-a-sellout-cultural-breakdown-the-attack.webp","ntsikana-was-a-sellout","Cultural breakdown: the attack on imbola and ancestral identity",1,"Ntsikana Xhosa prophet South Africa history","https://www.google.com/search?tbm=isch&q=Ntsikana%20Xhosa%20prophet%20South%20Africa%20history"
"ntsikana-was-a-sellout-cultural-breakdown-the-attack.webp","ntsikana-was-a-sellout","Cultural breakdown: the attack on imbola and ancestral identity",2,"Cultural breakdown: the attack on imbola and ancestral identity South Africa African heritage","https://www.google.com/search?tbm=isch&q=Cultural%20breakdown%3A%20the%20attack%20on%20imbola%20and%20ancestral%20identity%20South%20Africa%20African%20heritage"
"ntsikana-was-a-sellout-cultural-breakdown-the-attack.webp","ntsikana-was-a-sellout","Cultural breakdown: the attack on imbola and ancestral identity",3,"Ntsikana was a sellout South Africa Africa","https://www.google.com/search?tbm=isch&q=Ntsikana%20was%20a%20sellout%20South%20Africa%20Africa"
"philosophy-of-localhost-manifesto-a-teaching-of-self.webp","philosophy-of-localhost-manifesto","A teaching of self",1,"a teaching of self philosophy of localhost manifesto","https://www.google.com/search?tbm=isch&q=a%20teaching%20of%20self%20philosophy%20of%20localhost%20manifesto"
"philosophy-of-localhost-manifesto-the-philosophy-of-localhost.webp","philosophy-of-localhost-manifesto","The philosophy of localhost",1,"the philosophy of localhost philosophy of localhost manifesto","https://www.google.com/search?tbm=isch&q=the%20philosophy%20of%20localhost%20philosophy%20of%20localhost%20manifesto"
"philosophy-of-localhost-manifesto-the-localhost.webp","philosophy-of-localhost-manifesto","The localhost",1,"the localhost philosophy of localhost manifesto","https://www.google.com/search?tbm=isch&q=the%20localhost%20philosophy%20of%20localhost%20manifesto"
"philosophy-of-localhost-manifesto-the-firewall-of-self.webp","philosophy-of-localhost-manifesto","The firewall of self",1,"the firewall of self philosophy of localhost manifesto","https://www.google.com/search?tbm=isch&q=the%20firewall%20of%20self%20philosophy%20of%20localhost%20manifesto"
"philosophy-of-localhost-manifesto-forking-your-path.webp","philosophy-of-localhost-manifesto","Forking your path",1,"forking your path philosophy of localhost manifesto","https://www.google.com/search?tbm=isch&q=forking%20your%20path%20philosophy%20of%20localhost%20manifesto"
"qwabi-family-history-amaqithi-earliest-known-ancestors.webp","qwabi-family-history-amaqithi","Earliest known ancestors",1,"Earliest known ancestors South Africa African heritage","https://www.google.com/search?tbm=isch&q=Earliest%20known%20ancestors%20South%20Africa%20African%20heritage"
"qwabi-family-history-amaqithi-earliest-known-ancestors.webp","qwabi-family-history-amaqithi","Earliest known ancestors",2,"Qwabi Family History — Tracing the Roots of the AmaQithi Clan from the Eastern Cape South Africa Africa","https://www.google.com/search?tbm=isch&q=Qwabi%20Family%20History%20%E2%80%94%20Tracing%20the%20Roots%20of%20the%20AmaQithi%20Clan%20from%20the%20Eastern%20Cape%20South%20Africa%20Africa"
"qwabi-family-history-amaqithi-the-children-of-qwabi.webp","qwabi-family-history-amaqithi","The children of Qwabi (full GEDCOM-verified list)",1,"The children of Qwabi (full GEDCOM-verified list) South Africa African heritage","https://www.google.com/search?tbm=isch&q=The%20children%20of%20Qwabi%20%28full%20GEDCOM-verified%20list%29%20South%20Africa%20African%20heritage"
"qwabi-family-history-amaqithi-the-children-of-qwabi.webp","qwabi-family-history-amaqithi","The children of Qwabi (full GEDCOM-verified list)",2,"Qwabi Family History — Tracing the Roots of the AmaQithi Clan from the Eastern Cape South Africa Africa","https://www.google.com/search?tbm=isch&q=Qwabi%20Family%20History%20%E2%80%94%20Tracing%20the%20Roots%20of%20the%20AmaQithi%20Clan%20from%20the%20Eastern%20Cape%20South%20Africa%20Africa"
"qwabi-family-history-amaqithi-the-story-of-bhangile.webp","qwabi-family-history-amaqithi","The story of Bhangile and the move to Hala 2",1,"The story of Bhangile and the move to Hala 2 South Africa African heritage","https://www.google.com/search?tbm=isch&q=The%20story%20of%20Bhangile%20and%20the%20move%20to%20Hala%202%20South%20Africa%20African%20heritage"
"qwabi-family-history-amaqithi-the-story-of-bhangile.webp","qwabi-family-history-amaqithi","The story of Bhangile and the move to Hala 2",2,"Qwabi Family History — Tracing the Roots of the AmaQithi Clan from the Eastern Cape South Africa Africa","https://www.google.com/search?tbm=isch&q=Qwabi%20Family%20History%20%E2%80%94%20Tracing%20the%20Roots%20of%20the%20AmaQithi%20Clan%20from%20the%20Eastern%20Cape%20South%20Africa%20Africa"
"qwabi-family-history-amaqithi-the-story-of-bhangile.webp","qwabi-family-history-amaqithi","The story of Bhangile and the move to Hala 2",1,"The story of Bhangile and the move to Hala 2 South Africa African heritage","https://www.google.com/search?tbm=isch&q=The%20story%20of%20Bhangile%20and%20the%20move%20to%20Hala%202%20South%20Africa%20African%20heritage"
"qwabi-family-history-amaqithi-the-story-of-bhangile.webp","qwabi-family-history-amaqithi","The story of Bhangile and the move to Hala 2",2,"Qwabi Family History — Tracing the Roots of the AmaQithi Clan from the Eastern Cape South Africa Africa","https://www.google.com/search?tbm=isch&q=Qwabi%20Family%20History%20%E2%80%94%20Tracing%20the%20Roots%20of%20the%20AmaQithi%20Clan%20from%20the%20Eastern%20Cape%20South%20Africa%20Africa"
"qwabi-family-history-amaqithi-the-legacy-of-molose.webp","qwabi-family-history-amaqithi","The legacy of Molose (Oliphant)",1,"The legacy of Molose (Oliphant) South Africa African heritage","https://www.google.com/search?tbm=isch&q=The%20legacy%20of%20Molose%20%28Oliphant%29%20South%20Africa%20African%20heritage"
"qwabi-family-history-amaqithi-the-legacy-of-molose.webp","qwabi-family-history-amaqithi","The legacy of Molose (Oliphant)",2,"Qwabi Family History — Tracing the Roots of the AmaQithi Clan from the Eastern Cape South Africa Africa","https://www.google.com/search?tbm=isch&q=Qwabi%20Family%20History%20%E2%80%94%20Tracing%20the%20Roots%20of%20the%20AmaQithi%20Clan%20from%20the%20Eastern%20Cape%20South%20Africa%20Africa"
"sa-payment-gateways-tco-2026-the-cheapest-payment-gateways.webp","sa-payment-gateways-tco-2026","The Cheapest Payment Gateways for South African React/Next.js E-commerce in 2026 – Real TCO Breakdown (Not Just the % Fee)",1,"the cheapest payment gateways for south african react/next.js e-commerce in 2026 – real tco breakdown (not just the % fee) sa payment gateways tco 2026","https://www.google.com/search?tbm=isch&q=the%20cheapest%20payment%20gateways%20for%20south%20african%20react/next.js%20e-commerce%20in%202026%20%E2%80%93%20real%20tco%20breakdown%20%28not%20just%20the%20%25%20fee%29%20sa%20payment%20gateways%20tco%202026"
"senior-title-township-wifi-test-what-the-title-sometimes.webp","senior-title-township-wifi-test","What the title sometimes hides",1,"what the title sometimes hides senior title township wifi test","https://www.google.com/search?tbm=isch&q=what%20the%20title%20sometimes%20hides%20senior%20title%20township%20wifi%20test"
"senior-title-township-wifi-test-the-township-wifi-test.webp","senior-title-township-wifi-test","The township Wi‑Fi test (metaphorical but real)",1,"the township wi‑fi test (metaphorical but real) senior title township wifi test","https://www.google.com/search?tbm=isch&q=the%20township%20wi%E2%80%91fi%20test%20%28metaphorical%20but%20real%29%20senior%20title%20township%20wifi%20test"
"senior-title-township-wifi-test-what-i-try-to.webp","senior-title-township-wifi-test","What I try to practice",1,"what i try to practice senior title township wifi test","https://www.google.com/search?tbm=isch&q=what%20i%20try%20to%20practice%20senior%20title%20township%20wifi%20test"
"senior-title-township-wifi-test-the-uncomfortable-bit.webp","senior-title-township-wifi-test","The uncomfortable bit",1,"the uncomfortable bit senior title township wifi test","https://www.google.com/search?tbm=isch&q=the%20uncomfortable%20bit%20senior%20title%20township%20wifi%20test"
"software-development-companies-south-africa-2026-categories.webp","software-development-companies-south-africa-2026","Categories that actually matter",1,"Categories that actually matter South Africa African heritage","https://www.google.com/search?tbm=isch&q=Categories%20that%20actually%20matter%20South%20Africa%20African%20heritage"
"software-development-companies-south-africa-2026-categories.webp","software-development-companies-south-africa-2026","Categories that actually matter",2,"Software Development Companies in South Africa (2026) South Africa Africa","https://www.google.com/search?tbm=isch&q=Software%20Development%20Companies%20in%20South%20Africa%20%282026%29%20South%20Africa%20Africa"
"software-development-companies-south-africa-2026-checklist.webp","software-development-companies-south-africa-2026","Buyer checklist",1,"Buyer checklist South Africa African heritage","https://www.google.com/search?tbm=isch&q=Buyer%20checklist%20South%20Africa%20African%20heritage"
"software-development-companies-south-africa-2026-checklist.webp","software-development-companies-south-africa-2026","Buyer checklist",2,"Software Development Companies in South Africa (2026) South Africa Africa","https://www.google.com/search?tbm=isch&q=Software%20Development%20Companies%20in%20South%20Africa%20%282026%29%20South%20Africa%20Africa"
"software-development-companies-south-africa-2026-custom-build.webp","software-development-companies-south-africa-2026","When a senior custom build wins",1,"When a senior custom build wins South Africa African heritage","https://www.google.com/search?tbm=isch&q=When%20a%20senior%20custom%20build%20wins%20South%20Africa%20African%20heritage"
"software-development-companies-south-africa-2026-custom-build.webp","software-development-companies-south-africa-2026","When a senior custom build wins",2,"Software Development Companies in South Africa (2026) South Africa Africa","https://www.google.com/search?tbm=isch&q=Software%20Development%20Companies%20in%20South%20Africa%20%282026%29%20South%20Africa%20Africa"
"software-development-companies-south-africa-2026-hubs.webp","software-development-companies-south-africa-2026","Hubs and distributed teams",1,"Hubs and distributed teams South Africa African heritage","https://www.google.com/search?tbm=isch&q=Hubs%20and%20distributed%20teams%20South%20Africa%20African%20heritage"
"software-development-companies-south-africa-2026-hubs.webp","software-development-companies-south-africa-2026","Hubs and distributed teams",2,"Software Development Companies in South Africa (2026) South Africa Africa","https://www.google.com/search?tbm=isch&q=Software%20Development%20Companies%20in%20South%20Africa%20%282026%29%20South%20Africa%20Africa"
"technical-cofounder-cost-south-africa-2026-what-people-mean-by.webp","technical-cofounder-cost-south-africa-2026","What people mean by “technical co-founder” in South Africa",1,"What people mean by “technical co-founder” in South Africa South Africa African heritage","https://www.google.com/search?tbm=isch&q=What%20people%20mean%20by%20%E2%80%9Ctechnical%20co-founder%E2%80%9D%20in%20South%20Africa%20South%20Africa%20African%20heritage"
"technical-cofounder-cost-south-africa-2026-what-people-mean-by.webp","technical-cofounder-cost-south-africa-2026","What people mean by “technical co-founder” in South Africa",2,"What a Technical Co founder Costs in South Africa (2026) South Africa Africa","https://www.google.com/search?tbm=isch&q=What%20a%20Technical%20Co%20founder%20Costs%20in%20South%20Africa%20%282026%29%20South%20Africa%20Africa"
"technical-cofounder-cost-south-africa-2026-the-four-ways-founders.webp","technical-cofounder-cost-south-africa-2026","The four ways founders pay for technical leadership",1,"The four ways founders pay for technical leadership South Africa African heritage","https://www.google.com/search?tbm=isch&q=The%20four%20ways%20founders%20pay%20for%20technical%20leadership%20South%20Africa%20African%20heritage"
"technical-cofounder-cost-south-africa-2026-the-four-ways-founders.webp","technical-cofounder-cost-south-africa-2026","The four ways founders pay for technical leadership",2,"What a Technical Co founder Costs in South Africa (2026) South Africa Africa","https://www.google.com/search?tbm=isch&q=What%20a%20Technical%20Co%20founder%20Costs%20in%20South%20Africa%20%282026%29%20South%20Africa%20Africa"
"technical-cofounder-cost-south-africa-2026-south-africa-mvp-and.webp","technical-cofounder-cost-south-africa-2026","South Africa MVP and Phase 1 cost bands (2026)",1,"South Africa MVP and Phase 1 cost bands (2026) South Africa African heritage","https://www.google.com/search?tbm=isch&q=South%20Africa%20MVP%20and%20Phase%201%20cost%20bands%20%282026%29%20South%20Africa%20African%20heritage"
"technical-cofounder-cost-south-africa-2026-south-africa-mvp-and.webp","technical-cofounder-cost-south-africa-2026","South Africa MVP and Phase 1 cost bands (2026)",2,"What a Technical Co founder Costs in South Africa (2026) South Africa Africa","https://www.google.com/search?tbm=isch&q=What%20a%20Technical%20Co%20founder%20Costs%20in%20South%20Africa%20%282026%29%20South%20Africa%20Africa"
"technical-cofounder-cost-south-africa-2026-day-rates-monthly-retainers.webp","technical-cofounder-cost-south-africa-2026","Day rates, monthly retainers, and fixed Phase 1 projects",1,"Day rates, monthly retainers, and fixed Phase 1 projects South Africa African heritage","https://www.google.com/search?tbm=isch&q=Day%20rates%2C%20monthly%20retainers%2C%20and%20fixed%20Phase%201%20projects%20South%20Africa%20African%20heritage"
"technical-cofounder-cost-south-africa-2026-day-rates-monthly-retainers.webp","technical-cofounder-cost-south-africa-2026","Day rates, monthly retainers, and fixed Phase 1 projects",2,"What a Technical Co founder Costs in South Africa (2026) South Africa Africa","https://www.google.com/search?tbm=isch&q=What%20a%20Technical%20Co%20founder%20Costs%20in%20South%20Africa%20%282026%29%20South%20Africa%20Africa"
"technical-cofounder-cost-south-africa-2026-true-cost-comparison-not.webp","technical-cofounder-cost-south-africa-2026","True cost comparison (not just the invoice)",1,"True cost comparison (not just the invoice) South Africa African heritage","https://www.google.com/search?tbm=isch&q=True%20cost%20comparison%20%28not%20just%20the%20invoice%29%20South%20Africa%20African%20heritage"
"technical-cofounder-cost-south-africa-2026-true-cost-comparison-not.webp","technical-cofounder-cost-south-africa-2026","True cost comparison (not just the invoice)",2,"What a Technical Co founder Costs in South Africa (2026) South Africa Africa","https://www.google.com/search?tbm=isch&q=What%20a%20Technical%20Co%20founder%20Costs%20in%20South%20Africa%20%282026%29%20South%20Africa%20Africa"
"typical-software-systems-small-business-south-africa-why-just-use-saas.webp","typical-software-systems-small-business-south-africa","Why “just use SaaS” stops working for SA small businesses",1,"Why “just use SaaS” stops working for SA small businesses South Africa African heritage","https://www.google.com/search?tbm=isch&q=Why%20%E2%80%9Cjust%20use%20SaaS%E2%80%9D%20stops%20working%20for%20SA%20small%20businesses%20South%20Africa%20African%20heritage"
"typical-software-systems-small-business-south-africa-why-just-use-saas.webp","typical-software-systems-small-business-south-africa","Why “just use SaaS” stops working for SA small businesses",2,"Typical Software Systems Small Businesses in South Africa Need South Africa Africa","https://www.google.com/search?tbm=isch&q=Typical%20Software%20Systems%20Small%20Businesses%20in%20South%20Africa%20Need%20South%20Africa%20Africa"
"typical-software-systems-small-business-south-africa-how-to-read-this.webp","typical-software-systems-small-business-south-africa","How to read this list",1,"How to read this list South Africa African heritage","https://www.google.com/search?tbm=isch&q=How%20to%20read%20this%20list%20South%20Africa%20African%20heritage"
"typical-software-systems-small-business-south-africa-how-to-read-this.webp","typical-software-systems-small-business-south-africa","How to read this list",2,"Typical Software Systems Small Businesses in South Africa Need South Africa Africa","https://www.google.com/search?tbm=isch&q=Typical%20Software%20Systems%20Small%20Businesses%20in%20South%20Africa%20Need%20South%20Africa%20Africa"
"typical-software-systems-small-business-south-africa-project-management-and-delivery.webp","typical-software-systems-small-business-south-africa","Project management and delivery tracking",1,"Project management and delivery tracking South Africa African heritage","https://www.google.com/search?tbm=isch&q=Project%20management%20and%20delivery%20tracking%20South%20Africa%20African%20heritage"
"typical-software-systems-small-business-south-africa-project-management-and-delivery.webp","typical-software-systems-small-business-south-africa","Project management and delivery tracking",2,"Typical Software Systems Small Businesses in South Africa Need South Africa Africa","https://www.google.com/search?tbm=isch&q=Typical%20Software%20Systems%20Small%20Businesses%20in%20South%20Africa%20Need%20South%20Africa%20Africa"
"typical-software-systems-small-business-south-africa-customer-relationship-management-crm.webp","typical-software-systems-small-business-south-africa","Customer relationship management (CRM)",1,"Customer relationship management (CRM) South Africa African heritage","https://www.google.com/search?tbm=isch&q=Customer%20relationship%20management%20%28CRM%29%20South%20Africa%20African%20heritage"
